id,sentence1,domain,label
145,@user nah bitch I'm a fucking savage obviously . You just gonna suck dick and make sandwiches for some man who beats you daily #SemST,feminist,against
146,"@user Young man, stop wearing your sister's clothes and makeup. You look ridiculous. #SpankAFeminist #SemST",feminist,against
147,"son, you can't slut shame a female for having nudes and jerk off to the same nudes at night. you ain't right. #smh #SemST",feminist,favor
148,I get a lot of shit for saying boobs are sexual. I'm sorry you call me ignorant all you want but its true #freethenippple #boobs #SemST,feminist,against
149,The meaning of peace is the absence of opposition to socialism. #GamerGate #SemST,feminist,none
150,@user my hat is seriously off to all those who made Beijing such a breakthrough. We don't say thank you enough! #womensrights #SemST,feminist,favor
151,RT @user @user @user @user @user this is a typical example of #misandry and #Scrap498a #498a #fakecases... #SemST,feminist,none
152,When is it ok for a married 49-year-old CEO to use his power and influence to shag his 22-year-old intern? #AskHillary #SemST,feminist,favor
153,Hate when girls turn into bitches because a guy tells them they look good without make up... THATS A COMPLIMENT ?!!??!???? #SemST,feminist,against
154,I need feminism because broken idealogies need defending just as much as functioning ones. #cryingalready #DeathNote #SemST,feminist,favor
155,"RULES TO LIVE BY  Seek logic in things, even if it looks like a waste of time, including feminism.   #GamerGate #SemST",feminist,against
156,MyVagina kicked the Shit out of HisCock / #SemST,feminist,against
157,"The most upsetting of all of these however, was when I was greeted with shock and disgust for the fact I have ambition and #SemST",feminist,favor
158,"hooks says that we continue,even though it's hard and causes pain, because of those people we look to #whatawoman #bellhooks #love #SemST",feminist,favor
159,I am obsessed with becoming a woman comfortable in her skin.  Sandra Cisneros #latinx #woc #SemST,feminist,favor
160,Ashamed of my fellow man. Making pigs of ourselves at every given opportunity.  #feminist #ashamed #SemST,feminist,against
161,"Women don't make 75% less than men for the same job. Women, on average, make less then men. Look it up feminazis. #EqualPayDay #SemST",feminist,against
162,feminists be like: don' judge a book by its cover! unless the cover is a straight white male. #SemST,feminist,against
163,@user ARE YOU SAYING ALL GIRLS ARE SENSITIVE BECAUSE OF GENDER ROLES? YOU SEXIST SWINE #SemST,feminist,favor
164,@user why does someone not create a female festival celebrating women?! Surely it's a no brainer! #art #music #history #SemST,feminist,favor
165,The majority of anti-abortion leaders are men and none of them will ever be pregnant.  #genderequity #SemST,feminist,against
166,Women in STEM is imaginary motivation with low conversion numbers. A waste of money on natural quitters.  #GamerGate  #SemST,feminist,against
167,#FSURHET protip. MAYBE familiarize yourself with recent trending topics....#Meninist #BlackLivesMatter #BaltimoreRiots #SemST,feminist,none
168,Pussy Riot: A Punk Prayer  I highly suggest you watch it. Such an amazing documentary. #SemST,feminist,favor
169,Gotta love the respect feminists give to those that don't wanna be a feminist (note the sarcasm) #IDontNeedFeminism #SemST,feminist,against
170,if your feminism is sex worker exclusive or trans exclusive I want no part in it. #intersectionality #SemST,feminist,against
171,"@user am not stopping your FOE on ur own TL,if u notice;was encouraging u to post topics I'm interested in on my TL #VAW #SemST",feminist,none
172,@user @user @user i don't ever need a man #YesAllWomen #SemST,feminist,favor
173,.@cooImemegirl @user So what? It is a man's choice whether he wants to breast feed his children. #SemST,feminist,none
174,Now Harry is arguing with Dead Girl's father about whose job it is to kill the RapeMurdering villain. #Horns #SemST,feminist,none
175,i wish people would understand that true feminists want equality for everyone (even men) not just girls . #SemST,feminist,favor
176,"Hey fellow Feminists, we need to fight back against this ridiculous war-glorifying that celebrates #men.  #Triggered #Transpatriot #SemST",feminist,against
177,@user Don't worry about all these feminists. Any press is good press. I will be ordering products. soon. #SemST,feminist,against
178,@user Most feminists don't know what they are fighting for?! Most ego maniac's who want they're 15 minutes of fame. #c4news #SemST,feminist,against
179,"Stupid Feminists, the civilization you take for granted was built with the labour, blood sweat and tears of men. #SemST",feminist,against
180,hey @user stop teiggering me with ur man gap on the bus i will fight the patriarchy until ur in jail. ty #Equality2015 #SemST,feminist,favor
181,Kwink884 thewtfmagazine gamers are fatophobes. ever notice there are no morbidly obese characters in video games? #GamerGate #Not... #SemST,feminist,none
182,@user literally you are so on point about the male gaze and BS about fake nerd girls #SemST,feminist,against
183,I'm not sure my schadenfreudes can stand this much tickling. @user @user  #SemST,feminist,none
184,"Meredith giving Don crap was great,but HOLY CRAP PEGGY. No spoilers, but DAMN was it a great scene. #Peggy #MadMen #SemST",feminist,none
185,@user eat a pus or somethin lozer #SemST,feminist,none
186,#Feminists: calling other people bad names won't turn them into feminists.You're shooting yourselves in the foot. #sexism #antiSJW #SemST,feminist,against
187,The moment you know you've won as a wife.  You put out and he gets up to make his own sandwich. #winning #yvrmoms #funny #joke #SemST,feminist,favor
188,"Wanna hear the two funniest words in the English language right now?  Feminist fellowship.   Geddit? Fell, ow, ship?   #SemST",feminist,against
189,"*sigh* One small step back for women, one giant leap forward for lonely perverts. #ChrissyTeigen #SemST",feminist,against
190,"There is one more basic cause [of the abuse of women], and that is that, in general, men don't give a damn. (Jimmy Carter) #SemST",feminist,against
191,".@johnny_nimble @user @user ""Equality"": a term used by feminists to poorly hide supremacist agendas. #SemST",feminist,against
192,Shut up and go back to the kitchen bitch #SemST,feminist,against
193,WTF LITEraL FUCK AM I EVAN SSEING THIS THING ABOUT. #SemST,feminist,none
194,Pope Francis: Christians should support equal pay for equal work #popefrancis #worldnews #society #women #SemST,feminist,favor
195,#WeNeedFeminism because #YesAllWomen simply do not get the same level of respect that I get as a man. #HeForShe #SemST,feminist,favor
196,I do not wish for #Women to have power over #Men but over themselves. #Milan #KnockKnock #PAK_Army #PTIFamily #SemST,feminist,favor
197,So you support unequal pricing based on gender @user  Don't you normally call that sexism?  #EqualPayDay #SemST,feminist,favor
198,"Petition for journalists to stop using ""man up"" when they mean ""demonstrate resilience and mental toughness #SemST",feminist,favor
199,Elizabeth Cady Stanton did not die so you could get upset about fuckbois that don't text back #SemST,feminist,favor
200,@user does a vegan diet make you immortal? either way we're all gonna die #SemST,feminist,none
201,This #MaritalRape law if misused dont give any scope to men to prove their innocence.Even honest men can be trapped & slaughtered. #SemST,feminist,against
202,"The only reason, I stopped at each entrance in #walkingstreet is to have a #LawOfAttraction #viewpoint #dailydevotional #SemST",feminist,none
203,Anita #Sarkeesian - living the damsel in distress trope. #SemST,feminist,against
204,"@user Wow. A threat of violence from a feminist, when I've been nothing but polite. I might report this . . . #SemST",feminist,against
205,#SignsYoureInTheUSA You are attacked by feminists who labels you the patriarchy for cooking sunny side up eggs  #SemST,feminist,against
206,I am really proud to be a @user and I want to thank @user for being such a powerful feminist #HeForShe #SemST,feminist,favor
207,i have autocorrect switched off smh i dnt need u im independent #SemST,feminist,none
208,I have noticed that you never see any really beautiful feminists. I wonder why? #SemST,feminist,against
209,"We teach the young rubbernormative messages about how they ""should"" use condoms, as if rawdogging is somehow wrong #teamnocondom #SemST",feminist,none
210,Really interesting debate about whether men can also be feminists #BSCConf15 #criminology #SemST,feminist,against
211,"Every time I was told I was bossy rather than assertive I took it as a compliment, #SemST",feminist,favor
212,"RT gamergatenews: RT CaptHaddock83: Ha Ha hilarious! #Feminists desending on #SpankAFeminist like mad harpies, #SJWs #game... #SemST",feminist,against
213,"For all y'all who only pay attention to men's sports, something fairly important is happening now with USA women's soccer #SemST",feminist,against
214,Rethink your beach clothes. Bc it may oppress some people!! #thisoppresseswomen #SemST,feminist,against
215,Ok armchair feminists got their panties wet. If you're a social justice warrior go out and do something. Get off tumblr.  #SemST,feminist,against
216,I don't buy a dress that I can't completely zip up and fasten on my own. #SemST,feminist,none
217,"@user Actually, the tag was made by feminists so they can narcissistically post selfies to prove they're not ugly. #SemST",feminist,against
